"","site_code","species","LAT_geogr","LON_geogr","grate20","ddif","tea","ph","Pmeh","Ptot","N","Mg","K","Ca","C","CN","NPtot","NPmeh","PC1","PC2","PC3","twi","cwb"
"1","C004031PCAB","PCAB",49.39781527,15.0247798533,0.04613143554958,0.90863254023015,0.331818364967,0.0651253527028633,-0.662779050102029,-0.615178496031338,-0.763809529971265,-0.0986139514772478,0.411402731424746,0.565218477703939,-0.0924455704533098,1.09245835028383,-0.0672429894880558,0.145974628782345,0.0858239305031489,-1.25709037568077,-0.177576011841379,0.924117360531322,-1.36050620676104
"2","C004057PCAB","PCAB",50.38838654,13.003677779,0.967051525833257,2.37354407623923,0.887551071314715,1.45720098454635,1.21345019818026,1.16035296602086,0.218891920517393,0.283798572957959,0.760033753356336,0.221844148375611,-0.0647972163491476,-0.45537256538415,-0.894241981350003,-0.98772276307366,1.68737368312021,1.81484471296315,0.16488859667763,0.486775097370417,-0.493981970547861
"3","C004067PCAB","PCAB",48.6730349817,14.5990250352,-0.515435324495841,1.07342973771164,0.150728346695029,-0.310391899749596,0.135454397543781,-0.31311460146863,-0.725041700224022,0.0204470683693346,1.01718405086361,0.23465169029793,0.519947916670983,2.10532635043888,-0.334179892374796,-0.60795841155763,0.404785836453132,-0.608637537768437,0.862247634259122,0.32867070622926,-1.02172034265217
"4","C004230PCAB","PCAB",49.10707568,13.3223680058,-0.636641948664119,-0.863090222834055,0.0918480387168211,-1.15072808847911,0.633613618856307,-0.57001853233846,1.70842240309334,-1.17085244682722,-1.129979305554,-1.05200849185253,1.45757905666866,-0.237885598079596,1.75164072154612,-0.27960289428881,-2.76271636385344,0.800686797262467,1.66585616823037,0.13996721169831,1.32557929725848
"5","C004237PCAB","PCAB",49.1674697347,13.1888270906,-0.894307670364159,-1.95505584173912,0.146698681744468,-1.18192892619918,1.10941161904668,-0.628182158583226,1.63033742732217,-1.01005390530835,-0.958045506743705,-0.934170611644713,1.0157636064144,-0.742581494376148,1.76993712789288,-0.604383966638396,-2.2318644780558,1.00356264087,1.66157613014048,-1.17227926341024,0.976896798153143
"6","C004238PCAB","PCAB",48.9923720486,13.8212608983,-1.00160057116824,-0.713989210819213,0.129196320283253,-1.13001208476349,-0.479162891203722,0.683889257703171,0.119908936954809,-0.90350747118868,-0.0113803745496333,-0.786991964506772,0.187787218843233,0.0935586054309682,-0.609679777646382,0.260672926445136,-0.99426772732232,0.86000714524037,-0.872918214981338,-1.21224150009067,-0.555309390062338
"7","C004240PCAB","PCAB",48.9776004298,13.5637049635,-1.07516667269311,-0.0126084269539528,0.625879225365283,-1.51267818453215,-1.78314228887361,-1.18039106430032,-0.227814787178383,-0.453983680917394,-0.667553778129082,-0.301876506191422,1.75935613764831,3.26256592520233,1.02480047399498,3.06004117605918,-3.84495922029008,-2.68292832261785,0.459203488285914,2.30676217196839,0.404237046645272
"8","C004241PCAB","PCAB",49.1657475631,13.1870492183,-0.261715827501677,0.828449355155498,0.146698681744468,-1.18192892619918,1.10941161904668,-0.628182158583226,1.63033742732217,-1.01005390530835,-0.958045506743705,-0.934170611644713,1.0157636064144,-0.742581494376148,1.76993712789288,-0.604383966638396,-2.2318644780558,1.00356264087,1.66157613014048,-1.05230712646522,0.878387062633427
"9","C004242PCAB","PCAB",48.7762054932,13.8496101723,-0.732744426142142,-1.29577065751291,0.108229815638328,-1.36983123658813,-1.15213851294524,0.627689408252013,0.750478657235051,-0.86332731351019,-0.606115662568913,-0.948041263114015,0.698682881712912,-0.0410643657293468,-0.170291960279731,1.6630628348404,-2.39738272378143,0.515499960168373,-0.967273217742628,2.27214442613218,-0.271975823292771
"10","C004243PCAB","PCAB",48.7714834187,13.8442210352,-0.154623625816478,1.11420271554402,0.0211784745938695,-1.26596376735712,-0.400244329122833,0.671526327910619,0.780655512015613,-0.739661078515949,-0.590454953690424,-0.944899762943997,0.866241243326677,0.166016596593713,-0.187777909184319,0.407488293606091,-1.76051305411996,1.024426636253,-0.15563338199101,-0.918372080032121,-0.230533090307022
"11","C004246PCAB","PCAB",48.8490068136,14.0171971605,0.878299619910889,-0.388953267198882,-0.554956359230011,0.152098709215362,1.62722409075015,2.3108215860399,0.356749381096665,0.0479569889094797,1.4586854615206,0.0441674680713777,-0.582122106759401,-1.45794910695509,-1.5062207874397,-1.13579320448764,2.50177277321639,3.0482688347441,-0.324213665447127,-0.280296484815716,-0.768494783851863
"12","C004248PCAB","PCAB",48.8478398788,14.0285304169,-0.0245464604990096,-0.295595360821361,0.0793018616843731,-1.04828448538277,-0.569059185471369,0.943602996717821,0.309012393986678,-0.386427018194276,0.279630849559348,-0.514257115049006,1.5888578003133,2.00598403156326,-0.68801192711744,0.447079115497802,-1.29273009362811,0.610035362971872,0.489970561494807,-0.0250777678138685,-0.768494783851863
"13","C004249PCAB","PCAB",48.7457318307,13.9151084016,0.280945208871733,-0.114170558210822,0.268917320647346,-1.09019193562842,-0.445531458762284,1.15661087501172,-0.0933308409372606,-1.01366919558927,-0.837393185529629,-0.867943511811183,0.425263212151609,0.816071764746114,-1.07425874614398,0.141402355472821,-1.14627239554597,1.06308431418712,-0.991035798834155,-0.570875353490695,-0.383874596981301
"14","C004251PCAB","PCAB",49.1708865318,13.1829383969,-0.702962333575074,-0.288429239762384,0.396652976098535,-1.13211402670531,2.01370557978859,-0.509823887753533,1.65200559524482,-0.641157261385085,-0.838171725430353,-0.900786720072062,1.3587515358484,-0.301142557108565,1.63059837486623,-1.02508325301975,-1.85514978985615,1.44670559233819,2.46724413458019,-0.825012727697615,0.878387062633427
"15","C004252PCAB","PCAB",49.1788037949,13.1562999819,-0.907696442580351,-1.27424016668098,0.434135681325314,-1.02857802909185,0.840160205415375,-0.33456914560222,1.01231661572966,-0.686265479375575,-0.905077147289197,-0.983406645670477,0.367199872167791,-0.882042370548628,0.946604559505692,-0.596852545501293,-1.57229543845713,1.06056375524306,0.671430467671868,-0.917307476292595,0.570295972849121
"16","C004253PCAB","PCAB",49.1983940934,13.2486398182,-0.756466898548336,-0.295862936105316,1.16393886906994,-1.2673123915484,0.0338123162775837,-0.210098269512623,1.09596393762044,-1.16262065491093,-0.803050938437735,-0.937208183611801,1.0392555163729,-0.0200885098777077,0.866551176831599,0.0421711946228968,-2.65372943191143,0.869051932740332,0.476834391809444,-0.622397926144265,0.913232726327685
"17","C004255PCAB","PCAB",49.1281340899,13.2925469896,-0.893384738606088,-0.385250983498273,0.503817500960215,-1.24892172002764,0.0807285565336686,-0.790486533086103,1.8555103120335,-1.22272403640388,-1.03746071696895,-1.02725564688046,1.6276610063072,-0.193301555681017,2.17003013703244,0.233581488720194,-3.48051310559837,0.424393361397174,1.57884490455703,-0.821414408618259,1.1843640498337
"18","C004256PCAB","PCAB",49.1761368841,13.1672720394,-0.0552288405298749,1.07815470277944,0.730055987109994,-1.10689158218597,0.743696031082667,-0.391312912746521,1.12463012622493,-0.75640269750911,-1.01292274243333,-0.955890084598841,0.71367385556913,-0.526884991408195,1.09435726293071,-0.507752519532919,-2.01393844560745,0.989170190954636,0.907165972054176,-0.493563557607088,0.685946825992452
"19","C004258PCAB","PCAB",48.7514543018,13.9036365134,-0.25774320416188,-1.78650091683503,0.14761935530237,-0.898752342891031,-0.326395292816711,1.00894197020244,0.168600691277879,-0.841513015652369,-0.643070949590603,-0.829918255693558,0.259748130459253,0.134214131049285,-0.818946338779837,0.10172666713766,-0.94598620838054,1.15692475335395,-0.898835613589378,-0.739361882192971,-0.399814217196148
"20","C004260PCAB","PCAB",48.9935354084,13.8151869724,-0.156209640664185,-0.340206553811224,0.161246871009563,-1.19859763714409,-0.267203393322087,0.712114448143791,0.635727323011975,-0.500159731242307,0.231592199381547,-0.592005448335408,0.603071700667935,-0.0219018868047465,-0.31107194454631,0.200179352611374,-1.05519808101635,1.10056414903567,-0.140422629068251,-0.692376631740926,-0.555309390062338
